Publication Year,Author,Title,ISSN,DOI,"About, in title (W=women, M=men, W&M = women & men, X=not mentioned)","theme (phys ed (or just ed) and recreation, PE; sports; research study, RS; research study (methods), RS (M); other, OTH)","RACE MENT, FATIGUE",NOTES,"Author sex (M, W or F, x = unknown b/c only 1st initial"
1930,Henri Fredericq; Walter E. Garrey,Action of the Vagus Nerves on the Chronaxie of the Auricles and the Ventricles of the Turtle Heart; Relationship to Chromotropic Changes,0002-9513,10.1152/ajplegacy.1930.94.1.101,,,,,
1930,Charles Sheard; George M. Higgins; William I. Foster,"The Growth and Development of Chicks as Influenced by Solar Irradiation of Long Visible and Ultraviolet Wavelengths, Respectively, With and Without Supplementary Irradiation of Various Types",0002-9513,10.1152/ajplegacy.1930.94.1.84,,,,,
1930,Arthur H. Smith; Robert B. Schultz,Effects of Diet Poor in Inorganic Salts on Certain Organs and Blood of Young Rats,0002-9513,10.1152/ajplegacy.1930.94.1.107,,,,,
1930,George M. Higgins; William I. Foster; Charles Sheard,Further Investigations on the Effects of Radiant Energy on the Development of the Parathyroid Glands of Chicks,0002-9513,10.1152/ajplegacy.1930.94.1.91,,,,,
1930,Eaton M. MacKay; J. R. Cockrill,The Regulation of Renal Activity,0002-9513,10.1152/ajplegacy.1930.94.1.220,,,,,
1930,George R. Cowgill; Tony L. Rakieten,The Effect of Intravenous Injection of Calcium Lactate Upon Gastric Secretion,0002-9513,10.1152/ajplegacy.1930.94.1.165,,,,,
1930,Alexander W. Winkler,The Regulation of Respiration,0002-9513,10.1152/ajplegacy.1930.94.1.224,,,,,
1930,G. S. Eadie,A Comparison of the Effects of Epinephrin on Carbohydrate Metabolism in the Cat and Rat,0002-9513,10.1152/ajplegacy.1930.94.1.69,,,,,
1930,A. A. Horvath,Changes in Hens' Blood Produced by a Diet of Sprouted Soybeans,0002-9513,10.1152/ajplegacy.1930.94.1.65,,,,,
1930,Edward J. Van Liere; George Crisler,The Influence of the Pericardium on Acute Cardiac Dilatation Produced by Vagal Stimulation,0002-9513,10.1152/ajplegacy.1930.94.1.162,,,,,
1930,E. K. Marshall,A Comparison of the Function of the Glomerular and Aglomerular Kidney,0002-9513,10.1152/ajplegacy.1930.94.1.1,,,,,
1930,Robert M. Moore; W. B. Cannon,"The Heart Rate of Unanesthetized Normal, Vagotomized, and Sympathectomized Cats as Affected by Atropine and Ergotoxine",0002-9513,10.1152/ajplegacy.1930.94.1.201,,,,,
1930,John H. Foulger; C. A. Mills,The Influence of Urea Upon Blood Clotting,0002-9513,10.1152/ajplegacy.1930.94.1.51,,,,,
1930,J. F. McClendon; Allan Hemingway,The Psychogalvanic Reflex as Related to the Polarization-Capacity of the Skin,0002-9513,10.1152/ajplegacy.1930.94.1.77,,,,,
1930,Jean La Barre,The Rôle of the Central Nervous System in the Control of Pancreatic Secretion,0002-9513,10.1152/ajplegacy.1930.94.1.13,,,,,
1930,Jean La Barre,The Rôle of the Central Nervous System in the Control of Pancreatic Secretion,0002-9513,10.1152/ajplegacy.1930.94.1.17,,,,,
1930,Hiram E. Essex; James Markowitz; Frank C. Mann,The Physiologic Action of the Venom of the Honeybee (Apis Mellifera),0002-9513,10.1152/ajplegacy.1930.94.1.209,,,,,
1930,Otis M. Cope,The Effect of Exercise on Ventricular Minute-Output Time,0002-9513,10.1152/ajplegacy.1930.94.1.140,,,,,
1930,Edmund Jacobson,Electrical Measurements of Neuromuscular States During Mental Activities,0002-9513,10.1152/ajplegacy.1930.94.1.22,,,,,
1930,H Strughold,The Mechanical Threshold of the Cornea-Reflex of the Usual Laboratory Animals,0002-9513,10.1152/ajplegacy.1930.94.1.235,,,,,
1930,Esther M. Greisheimer; Olga H. Johnson,Glycogen Formation in Rats,0002-9513,10.1152/ajplegacy.1930.94.1.11,,,,,
1930,Brenton R. Lutz,The Effect of Adrenalin on the Auricle of Elasmobranch Fishes,0002-9513,10.1152/ajplegacy.1930.94.1.135,,,,,
1930,F. G. Banting; S. Gairns,The Antitryptic Properties of Blood Serum,0002-9513,10.1152/ajplegacy.1930.94.1.241,,,,,
1930,Justin Mason; James Markowitz; Frank C. Mann,A Plethysmographic Study of the Thyroid Gland of the Dog,0002-9513,10.1152/ajplegacy.1930.94.1.125,,,,,
1930,Terry Jones; Helmut Walser Smith,The Blood Fibrinogen Level in Hepatectomized Dogs and an Outline of a Method for the Quantitative Determination of Fibrinogen,0002-9513,10.1152/ajplegacy.1930.94.1.144,,,,,
1930,George H. Bishop; Peter Heinbecker,Differentiation of Axon Types in Visceral Nerves by Means of the Potential Record,0002-9513,10.1152/ajplegacy.1930.94.1.170,,,,,
1930,Raǵnar Granit,Comparative Studies on the Peripheral and Central Retina,0002-9513,10.1152/ajplegacy.1930.94.1.41,,,,,
1930,Gerry Drewyer; A. C. Ivy,On the Presence of Cholecystokinin in the Human and Rabbit Intestine,0002-9513,10.1152/ajplegacy.1930.94.2.285,,,,,
1930,Robert Gesell; Hugo Krueger; Grace Gorham; Theodore Bernthal,The Regulation of Respiration,0002-9513,10.1152/ajplegacy.1930.94.2.300,,,,,
1930,Harry A. Charipper,Hemolysis of the Erythrocytes of Amphibia,0002-9513,10.1152/ajplegacy.1930.94.2.278,,,,,
1930,Robert Gesell; Hugo Krueger; Grace Gorham; Theodore Bernthal,The Regulation of Respiration,0002-9513,10.1152/ajplegacy.1930.94.2.402,,,,,
1930,Robert Gesell; Hugo Krueger; Grace Gorham; Theodore Bernthal,The Regulation of Respiration,0002-9513,10.1152/ajplegacy.1930.94.2.427,,,,,
1930,Robert Gesell; Hugo Krueger; Grace Gorham; Theodore Bernthal,The Regulation of Respiration,0002-9513,10.1152/ajplegacy.1930.94.2.387,,,,,
1930,Herbert S. Gasser; Joseph Erlanger,"The Ending of the Axon Action Potential, and Its Relation to Other Events in Nerve Activity",0002-9513,10.1152/ajplegacy.1930.94.2.247,,,,,
1930,Marcel Florkin; H. T. Edwards; D. B. Dill,Oxygen Utilization in the Legs of Normal Men,0002-9513,10.1152/ajplegacy.1930.94.2.459,,,,,
1930,S. W. Ranson; J. C. Hinsey,Reflexes in the Hind Limbs of Cats After Transection of the Spinal Cord at Various Levels,0002-9513,10.1152/ajplegacy.1930.94.2.471,,,,,
1930,Walter C. Alvarez; Kiyoshi Hosoi,Conduction in Different Parts of the Small Intestine,0002-9513,10.1152/ajplegacy.1930.94.2.448,,,,,
1930,Edward C. Schneider,Observations on Holding the Breath,0002-9513,10.1152/ajplegacy.1930.94.2.464,,,,,
1930,Robert Gesell; Hugo Krueger; Grace Gorham; Theodore Bernthal,The Regulation of Respiration,0002-9513,10.1152/ajplegacy.1930.94.2.339,,,,,
1930,Robert Gesell; Hugo Krueger; Grace Gorham; Theodore Bernthal,The Regulation of Respiration,0002-9513,10.1152/ajplegacy.1930.94.2.365,,,,,
1930,Arthur P. Grollman,Physiological Variations in the Cardiac Output of Man,0002-9513,10.1152/ajplegacy.1930.94.2.287,,,,,
1930,Gerty T. Cori,The Mechanism of Epinephrine Action,0002-9513,10.1152/ajplegacy.1930.94.3.557,,,,,
1930,George B. Ray; George H. Paff,A Spectrophotometric Study of Muscle Hemoglobin,0002-9513,10.1152/ajplegacy.1930.94.3.521,,,,,
1930,Gregory D. Buckner; J. Holmes Martin; W. M. Insko,The Blood Calcium of Laying Hens Varied by the Calcium Intake,0002-9513,10.1152/ajplegacy.1930.94.3.692,,,,,
1930,Theodore Koppanyi; Abraham Lieberson,A Note on Determination of Circulation Time,0002-9513,10.1152/ajplegacy.1930.94.3.564,,,,,
1930,Samuel Gelfan; James P. Quigley,Conductivity of Blood During Coagulation,0002-9513,10.1152/ajplegacy.1930.94.3.531,,,,,
1930,George Van S. Smith; Oliver C Watkins,A Biochemical Investigation Into the Function of Corpus Luteum,0002-9513,10.1152/ajplegacy.1930.94.3.586,,,,,
1930,Warfield M. Firor; G. S. Eadie,"The Effect of Epinephrin on Muscle Glycogen in the Absence of the Liver, and a Modification of the Operation for Liver Removal",0002-9513,10.1152/ajplegacy.1930.94.3.615,,,,,
1930,S. W. Britton,Seasonal Variations in Survival After Adrenalectomy,0002-9513,10.1152/ajplegacy.1930.94.3.686,,,,,
1930,Abby H. Turner; Melissa Newton; Florence W. Haynes,The Circulatory Reaction to Gravity in Healthy Young Women,0002-9513,10.1152/ajplegacy.1930.94.3.507,,,,,
1930,S. R. M. Reynolds; Maurice H. Friedman,Studies on the Uterus,0002-9513,10.1152/ajplegacy.1930.94.3.705,,,,,
1930,H. Mackler; J. M. D. Olmsted; W. W. Simpson,Phosphocreatine as a Buffer in Mammalian Muscle,0002-9513,10.1152/ajplegacy.1930.94.3.626,,,,,
1930,S. R. M. Reynolds; Maurice H. Friedman,Studies on the Uterus,0002-9513,10.1152/ajplegacy.1930.94.3.696,,,,,
1930,Maurice H. Simmers,An Investigation of the Physical Structure of Fibrin by X-Ray Crystal Methods,0002-9513,10.1152/ajplegacy.1930.94.3.497,,,,,
1930,Enoch Karrer; H. C. Stevens,The Response of Negative After-Images to Passive Motion of the Eyeball and the Bearing of These Observations on the Visual Perception of Motion,0002-9513,10.1152/ajplegacy.1930.94.3.611,,,,,
1930,William F. Allen,An Experimentally Produced Premature Systolic Arhythmia (Pulsus Bigeminus) in Rabbits,0002-9513,10.1152/ajplegacy.1930.94.3.568,,,,,
1930,M. T. de Pencier; Samuel Soskin; C. H. Best,The Effect of Liver on the Blood Sugar Level and on the Sugar Excretion of Depancreatized Dogs,0002-9513,10.1152/ajplegacy.1930.94.3.548,,,,,
1930,Leon Asher; Walter E. Garrey,Some Conditions Affecting the Responses of Limulus Heart to Artificial and Natural Stimulation,0002-9513,10.1152/ajplegacy.1930.94.3.619,,,,,
1930,Mary Juhn; L. V. Domm,The Relation of Gonadal Condition to Erythrocyte Number in Fowls,0002-9513,10.1152/ajplegacy.1930.94.3.656,,,,,
1930,H. H. Cole; G. H. Hart,Sex Hormones in the Blood Serum of Mares,0002-9513,10.1152/ajplegacy.1930.94.3.597,,,,,
1930,George Crisler,Salivation Is Unnecessary for the Establishment of the Salivary Conditioned Reflex Induced by Morphine,0002-9513,10.1152/ajplegacy.1930.94.3.553,,,,,
1930,Francis G. Benedict; Josef M. Petřik,Metabolism Studies on the Wild Rat,0002-9513,10.1152/ajplegacy.1930.94.3.662,,,,,
1930,Maurice B. Visscher; Arthur G. Mulder,The Carbohydrate Metabolism of the Heart,0002-9513,10.1152/ajplegacy.1930.94.3.630,,,,,
1930,Hubert Strughold,A Cinematographic Study of Systolic and Diastolic Heart Size With Special Reference to the Effects of Anoxemia,0002-9513,10.1152/ajplegacy.1930.94.3.641,,,,,
1930,Oscar Riddle,Studies on the Physiology of Reproduction in Birds,0002-9513,10.1152/ajplegacy.1930.94.3.535,,,,,
1930,M. von Frey,Mechanism of Temperature Sensations,0002-9513,10.1152/ajplegacy.1930.94.3.505,,,,,
1930,Leland C. Wyman; Caroline Tum Suden,Studies on Suprarenal Insufficiency,0002-9513,10.1152/ajplegacy.1930.94.3.579,,,,,
1930,James P. Quigley; Jack Lindquist,Mechanical Interference With the Circulation as a Factor in Traumatic Shock,0002-9513,10.1152/ajplegacy.1930.94.3.529,,,,,
1930,James Learmonth; James Markowitz,Studies on the Innervation of the Large Bowel,0002-9513,10.1152/ajplegacy.1930.94.3.501,,,,,
1930,Vera Mather,The Question of Plurisegmental Innervation of Certain Muscles in the Frog,0002-9513,10.1152/ajplegacy.1930.94.3.604,,,,,
1930,Oscar Riddle; Guinevere Christman; Francis G. Benedict,Differential Response of Male and Female Ring Doves to Metabolism Measurement at Higher and Lower Temperatures,0002-9513,10.1152/ajplegacy.1930.95.1.111,,,,,
1930,Raǵnar Granit; Phyllis Harper,Comparative Studies on the Peripheral and Central Retina,0002-9513,10.1152/ajplegacy.1930.95.1.211,,,,,
1930,George W. Corner,The Hormonal Control of Lactation,0002-9513,10.1152/ajplegacy.1930.95.1.43,,,,,
1930,S. W. Britton,Maternal and Fetal Blood Sugar Changes Under Various Experimental Conditions,0002-9513,10.1152/ajplegacy.1930.95.1.178,,,,,
1930,A. C. Ivy; Grant M. Kloster; Gerry Drewyer; Harold C. Lueth,The Preparation of a Secretin Concentrate,0002-9513,10.1152/ajplegacy.1930.95.1.35,,,,,
1930,Ragnar Granit; Winona von Ammon,Comparative Studies on the Peripheral and Central Retina,0002-9513,10.1152/ajplegacy.1930.95.1.229,,,,,
1930,William F. Allen,An Experimentally Produced Premature Systolic Arhythmia (Pulsus Bigeminus) in Rabbits,0002-9513,10.1152/ajplegacy.1930.95.1.190,,,,,
1930,C. A. Mills,"Do Blood Platelets, Plasma, and Tissues Yield Thrombin, or Tissue Fibrinogen?",0002-9513,10.1152/ajplegacy.1930.95.1.1,,,,,
1930,Ruth E. Conklin,The Formation and Circulation of Lymph in the Frog,0002-9513,10.1152/ajplegacy.1930.95.1.98,,,,,
1930,Samuel Appelrot,Sex and Seasonal Variations in Excitability of the Cardio-Inhibitory Mechanism of Frogs and Toads,0002-9513,10.1152/ajplegacy.1930.95.1.242,,,,,
1930,Alexander Forbes; Hallowell Davis; E. F. Lambert,The Conflict Between Excitatory and Inhibitory Effects in a Spinal Center,0002-9513,10.1152/ajplegacy.1930.95.1.142,,,,,
1930,S. Dworkin; Marcel Florkin,The Effect of Temperature Upon Chronaxie and Recovery Period of Nerve,0002-9513,10.1152/ajplegacy.1930.95.1.139,,,,,
1930,Ruth E. Conklin,The Formation and Circulation of Lymph in the Frog,0002-9513,10.1152/ajplegacy.1930.95.1.91,,,,,
1930,Louis A. Shaw; Anne Messer,Cutaneous Respiration in Man,0002-9513,10.1152/ajplegacy.1930.95.1.13,,,,,
1930,John Bethune Stein; Joseph Tulgan,Reciprocal Reaction in the Cat as a Possible Local Mechanism,0002-9513,10.1152/ajplegacy.1930.95.1.174,,,,,
1930,E. L. Chaffee; Evelyn Sutcliffe,The Differences in Electrical Response of the Retina of the Frog and Horned Toad According to the Position of the Electrodes,0002-9513,10.1152/ajplegacy.1930.95.1.250,,,,,
1930,Arthur H Steinhaus; Thomas A. Jenkins,Studies in the Physiology of Exercise,0002-9513,10.1152/ajplegacy.1930.95.1.202,,,,,
1930,Maurice B. Visscher; Paul W. Smith,"The Relation Between Contraction Frequency and Lactate Accumulation, and Its Bearing Upon the Economy of Tension Production and Maintenance in Striated Muscle",0002-9513,10.1152/ajplegacy.1930.95.1.121,,,,,
1930,Carl F. Cori; K. W. Buchwald,"Effect of Continuous Intravenous Injection of Epinephrine on the Carbohydrate Metabolism, Basal Metabolism and Vascular System of Normal Men",0002-9513,10.1152/ajplegacy.1930.95.1.71,,,,,
1930,Fred R. Griffith; F. E. Emery,The Vasomotor Control of the Liver Circulation,0002-9513,10.1152/ajplegacy.1930.95.1.20,,,,,
1930,Paul W. Smith; Maurice B. Visscher,On the Source of Energy for Anaerobic Contraction in Glycogen-Poor Muscle,0002-9513,10.1152/ajplegacy.1930.95.1.130,,,,,
1930,Marianne Goettsch,Relationship Between Vitamin C and Some Phases of Reproduction in the Guinea Pig,0002-9513,10.1152/ajplegacy.1930.95.1.64,,,,,
1930,Ruth E. Conklin,The Formation and Circulation of Lymph in the Frog,0002-9513,10.1152/ajplegacy.1930.95.1.79,,,,,
1930,James P. Quigley; Benjamin A. Barnes,Action of Insulin on the Motility of the Gastrointestinal Tract,0002-9513,10.1152/ajplegacy.1930.95.1.7,,,,,
1930,Benjamin N. Berg,A Study of the Islands of Langerhans in Vivo With Observations on the Circulation,0002-9513,10.1152/ajplegacy.1930.95.1.186,,,,,
1930,Samuel Appelrot; A. J. Carlson,The Influence of the Vago-Sympathetic Nerves on the Ventriculo-Aortic Tonus in the Turtle,0002-9513,10.1152/ajplegacy.1930.95.1.56,,,,,
1930,Jason Friedman; L. B. Nice,Multiple Ovaries and the Oestrous Cycle in the White Rat,0002-9513,10.1152/ajplegacy.1930.95.1.40,,,,,
1930,Frank P. Underhill; Merl E. Fisk; Robert Kapsinow,Studies of the Mechanism of Water Exchange in the Animal Organism,0002-9513,10.1152/ajplegacy.1930.95.2.334,,,,,
1930,Theodore Bernthal,Some Observations Upon Changes in Volume Flow of Blood Accompanying Changing Respiratory Conditions,0002-9513,10.1152/ajplegacy.1930.95.2.446,,,,,
1930,Laurence Irving; Hai Foster,The Respiratory Quotient of Resting Mammalian Muscle as Shown by the Eviscerated Decapitated Cat,0002-9513,10.1152/ajplegacy.1930.95.2.429,,,,,
1930,Walter J. Siebert; Robert S. Smith,The Effect of Various Anterior Pituitary Preparations Upon Basal Metabolism in Partially Thyroidectomized and in Completely Thyroidectomized Guinea Pigs,0002-9513,10.1152/ajplegacy.1930.95.2.396,,,,,
1930,Arthur P. Grollman,Physiological Variations in the Cardiac Output of Man,0002-9513,10.1152/ajplegacy.1930.95.2.274,,,,,
1930,Fritz Bischoff; M. Louisa Long,Depletion of Muscle Sugar by Adrenalin. Ii,0002-9513,10.1152/ajplegacy.1930.95.2.403,,,,,
1930,J. A. E. Eyster; Walter J. Meek,Studies on Venous Pressure,0002-9513,10.1152/ajplegacy.1930.95.2.294,,,,,
1930,Anne Schiffer; L. B. Nice,Double Adrenalectomy and the Oestrous Cycle in the White Rat,0002-9513,10.1152/ajplegacy.1930.95.2.292,,,,,
1930,Frank P. Underhill; Merl E. Fisk,Studies on the Mechanism of Water Exchange in the Animal Organism,0002-9513,10.1152/ajplegacy.1930.95.2.330,,,,,
1930,Charles E. Greeley; Paul O. Greeley,Circulatory Changes During Periodic Ventilation With Apneas Produced by Marked Curtailment of Blood Flow to the Brain,0002-9513,10.1152/ajplegacy.1930.95.2.382,,,,,
1930,O. Leonard Huddleston,The Influence of Retinal Stimuli Upon Labyrinthine Head-Nystagmus of Pigeons,0002-9513,10.1152/ajplegacy.1930.95.2.465,,,,,
1930,Frank P. Underhill; Robert Kapsinow; Merl E. Fisk,Studies in the Mechanism of Water Exchange in the Animal Organism,0002-9513,10.1152/ajplegacy.1930.95.2.315,,,,,
1930,Frank P. Underhill; Merl E. Fisk; Robert Kapsinow,Studies on the Mechanism of Water Exchange in the Animal Organism,0002-9513,10.1152/ajplegacy.1930.95.2.339,,,,,
1930,C. F. Fluhmann,The Induction of the Pseudo-Pregnancy Vaginal Reaction in Spayed Mice by the Injection of Human Blood,0002-9513,10.1152/ajplegacy.1930.95.2.422,,,,,
1930,W. W. Lepeschkin,The Thermic Effect of Death and Hemolysis,0002-9513,10.1152/ajplegacy.1930.95.2.473,,,,,
1930,Frank P. Underhill; Merl E. Fisk,Studies on the Mechanism of Water Exchange in the Animal Organism,0002-9513,10.1152/ajplegacy.1930.95.2.364,,,,,
1930,Paul O. Greeley; Charles E. Greeley,Circulatory Changes During Periodic Breathing Produced by Moderate Obstruction to the Cerebral Arteries,0002-9513,10.1152/ajplegacy.1930.95.2.371,,,,,
1930,Frank P. Underhill; Merl E. Fisk,Studies on the Mechanism of Water Exchange in the Animal Organism,0002-9513,10.1152/ajplegacy.1930.95.2.348,,,,,
1930,J. J. Bouckaert; Edward I. Solomon,Bêta-Tetra-Hydro-Naphtylamine Hyperthermia and Fat Metabolism,0002-9513,10.1152/ajplegacy.1930.95.2.417,,,,,
1930,J. J. Bouckaert,Massage of the Thyroid Gland and Rate of Denervated Heart in the Dog,0002-9513,10.1152/ajplegacy.1930.95.2.427,,,,,
1930,Arthur P. Grollman,Physiological Variations of the Cardiac Output in Man,0002-9513,10.1152/ajplegacy.1930.95.2.263,,,,,
1930,Frank P. Underhill; Merl E. Fisk; Robert Kapsinow,Studies on the Mechanism of Water Exchange in the Animal Organism,0002-9513,10.1152/ajplegacy.1930.95.2.325,,,,,
1930,Samuel Gelfan; R. W. Gerard,Studies of Single Muscle Fibres,0002-9513,10.1152/ajplegacy.1930.95.2.412,,,,,
1930,Curt P. Richter; George B. Wislocki,Anatomical and Behavior Changes Produced in the Rat by Complete and Partial Extirpation of the Pituitary Gland,0002-9513,10.1152/ajplegacy.1930.95.2.481,,,,,
1930,Frank P. Underhill; Merl E. Fisk; Robert Kapsinow,Studies on the Mechanism of Water Exchange in the Animal Organism,0002-9513,10.1152/ajplegacy.1930.95.2.302,,,,,
1930,J. G. Edwards,The Renal Tubule and Glomerulus,0002-9513,10.1152/ajplegacy.1930.95.2.493,,,,,
1930,Gerty T. Cori,Effect of Epinephrine on Sugar Utilization in Animals Under Amytal Anesthesia,0002-9513,10.1152/ajplegacy.1930.95.2.285,,,,,
1930,George R. Cowgill; Harold A. Rosenberg; J. M. Rogoff,Studies in the Physiology of Vitamins,0002-9513,10.1152/ajplegacy.1930.95.3.537,,,,,
1930,J. C. Hinsey; S. W. Ranson; E. A. Doles,"Reversal in the Crossed Extension Reflex in Decerebrate, Decapitate and Spinal Cats",0002-9513,10.1152/ajplegacy.1930.95.3.573,,,,,
1930,M. F. Green; M. M. Kunde,"The Acidity of the Gastric Contents of Normal, Cretin and Hyperthyroid Rabbits",0002-9513,10.1152/ajplegacy.1930.95.3.626,,,,,
1930,Morrow Sweeney; Erica A. Smith,Experimental Arteriosclerosis in the Rat,0002-9513,10.1152/ajplegacy.1930.95.3.620,,,,,
1930,Louis N. Katz,The Rôle Played by the Ventricular Relaxation Process in Filling the Ventricle,0002-9513,10.1152/ajplegacy.1930.95.3.542,,,,,
